"Identified.Proteins","Accession.Number","Alternate.ID","Molecular.Weight","sample","value","group"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X116A",0.86394,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X133A",0,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X137A",1.091,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X162A",1.0118,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X192A",0,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X249A",1.0098,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X278A",0.952,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X114B",0,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X115B",1.0332,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X116B",0.96636,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X133B",0,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X137B",0,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X162B",0,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X192B",0.93212,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X249B",1.0811,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X278B",1.0389,"OC2_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X081A",1.0821,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X087A",1.0703,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X088A",0.96441,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X098A",2.0662,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X100A",0.97824,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X107A",1.0611,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X108A",0.89251,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X110A",1.0122,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X125A",1.0062,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X193A",0,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X203A",0,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X204A",0,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X254A",1.0851,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X265A",0,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X269A",0,"OC4_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X081B",1.0151,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X087B",0.96538,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X088B",0.98397,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X098B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X100B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X107B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X108B",1.9012,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X110B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X125B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X193B",1.0064,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X203B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X204B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X254B",0,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X265B",1.0278,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X269B",1.0365,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X114A",0.8895,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X115A",1.017,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X116A",0.86394,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X133A",0,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X137A",1.091,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X162A",1.0118,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X192A",0,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X249A",0,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X278A",0,"OC2_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X114B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X115B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X116B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X133B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X137B",2.1458,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X162B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X192B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X249B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X278B",0,"OC2_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X081A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X087A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X088A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X098A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X100A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X107A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X108A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X110A",1.0122,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X125A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X193A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X203A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X204A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X254A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X265A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X269A",0,"OC4_0"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X081B",1.0151,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X087B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X088B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X098B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X100B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X107B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X108B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X110B",1.0451,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X125B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X193B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X203B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X204B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X254B",1.0878,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X265B",0,"OC4_1"
"fibrillin-1 isoform X1  ","XP_048723723.1 ","FBN1",312,"X269B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X114A",0,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X115A",0,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X116A",0.86394,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X133A",0,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X137A",0,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X162A",0,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X192A",1.0037,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X249A",0,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X278A",1.904,"OC2_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X114B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X115B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X116B",0.96636,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X133B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X137B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X162B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X192B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X249B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X278B",0,"OC2_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X081A",1.0821,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X087A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X088A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X098A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X100A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X107A",1.0611,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X108A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X110A",1.0122,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X125A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X193A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X203A",0.9857,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X204A",2.8633,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X254A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X265A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X269A",0,"OC4_0"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X081B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X087B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X088B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X098B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X100B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X107B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X108B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X110B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X125B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X193B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X203B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X204B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X254B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X265B",0,"OC4_1"
"complement C1q tumor necrosis factor-related protein 3 isoform X1  ","XP_048707199.1","C1QTNF3",34,"X269B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X114A",3.9788,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X115A",1.017,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X116A",4.7285,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X133A",2.014,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X137A",2.182,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X162A",0,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X192A",3.4861,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X249A",1.0098,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X278A",0.952,"OC2_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X114B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X115B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X116B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X133B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X137B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X162B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X192B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X249B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X278B",0,"OC2_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X081A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X087A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X088A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X098A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X100A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X107A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X108A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X110A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X125A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X193A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X203A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X204A",0.95442,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X254A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X265A",0.96933,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X269A",0,"OC4_0"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X081B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X087B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X088B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X098B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X100B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X107B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X108B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X110B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X125B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X193B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X203B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X204B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X254B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X265B",0,"OC4_1"
"Cluster of LIM domain-binding protein 3 isoform X10  ","XP_048712725.1 ","LDB3",78,"X269B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X114A",0,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X115A",0,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X116A",0.36923,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X133A",0,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X137A",0,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X162A",0,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X192A",0.42898,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X249A",0.43156,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X278A",0.40686,"OC2_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X114B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X115B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X116B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X133B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X137B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X162B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X192B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X249B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X278B",0,"OC2_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X081A",0.46247,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X087A",0.45743,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X088A",0.41217,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X098A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X100A",0.41808,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X107A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X108A",3.6238,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X110A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X125A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X193A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X203A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X204A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X254A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X265A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X269A",0,"OC4_0"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X081B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X087B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X088B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X098B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X100B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X107B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X108B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X110B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X125B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X193B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X203B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X204B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X254B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X265B",0,"OC4_1"
"Cluster of glutathione S-transferase-like  ","XP_048701277.1 ","GSTA3",26,"X269B",0,"OC4_1"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X114A",0,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X115A",0,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X116A",2.5918,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X133A",0,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X137A",2.182,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X162A",3.0353,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X192A",1.0037,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X249A",1.0098,"OC2_0"
"C-type lectin-like  ","XP_048682900.1 ","REG4",20,"X278A",0,"OC2_0"
